YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2014,1.0,0,0,0,1,1,260.0,4,1980.0,4.0,6083.0,0
2012,1.0,0,0,0,1,1,60.0,4,1988.0,4.0,6084.0,0
2014,1.0,0,0,1,0,0,400.0,4,1983.0,3.0,6085.0,0
2013,1.0,1,1,0,1,1,279.0,4,1980.0,4.0,6088.0,0
2013,0.594520548,1,1,0,1,1,1196.0,4,1980.0,4.0,6088.0,0
2012,1.0,1,1,0,1,1,670.0,4,1980.0,4.0,6088.0,1
2014,1.0,0,0,1,0,0,1984.0,4,1954.0,7.0,6088.0,1
2014,1.0,1,1,0,1,1,450.0,4,1960.0,4.0,6088.0,0
2012,1.0,0,1,0,1,1,234.0,4,1960.0,4.0,6088.0,0
2012,1.0,1,0,1,0,0,4400.0,4,1965.0,6.0,6088.0,1
2013,1.0,1,0,1,0,0,4400.0,4,1965.0,6.0,6088.0,1
2014,1.0,1,0,1,0,0,412.0,4,1960.0,3.0,6088.0,0
2015,1.0,1,0,1,0,0,412.0,4,1960.0,3.0,6088.0,0
2014,1.0,0,1,0,1,1,600.0,4,1980.0,4.0,6088.0,0
2012,1.0,0,0,1,0,0,1980.0,4,1960.0,4.0,6088.0,1
2014,1.0,0,1,0,1,1,870.0,4,1960.0,4.0,6088.0,0
2012,1.0,0,0,1,0,0,2100.0,4,1968.0,5.0,6088.0,1
2013,1.0,0,0,1,0,0,12721.0,4,1960.0,8.0,6088.0,1
2015,1.0,0,0,1,0,0,12721.0,4,1960.0,8.0,6088.0,1
2016,0.99726776,0,0,1,0,0,12721.0,4,1960.0,8.0,6088.0,0
2012,1.0,1,1,0,1,1,1260.0,4,1980.0,4.0,6088.0,0
2012,1.0,1,0,1,0,0,520.0,4,1960.0,3.0,6088.0,1
2012,0.74863388,0,1,0,1,1,1930.0,4,1960.0,4.0,6088.0,0
2016,0.99726776,0,1,0,1,1,3070.0,4,1980.0,4.0,6088.0,1
2012,1.0,0,1,0,1,1,4600.0,4,1960.0,4.0,6088.0,1
2013,0.0,0,1,0,1,1,4600.0,4,1960.0,4.0,6088.0,0
2016,0.99726776,1,1,0,1,1,1000.0,4,1980.0,4.0,6088.0,1
2013,0.175342466,0,1,0,1,1,3500.0,4,1988.0,4.0,6088.0,0
2012,1.0,1,0,1,0,0,2205.0,4,1990.0,7.0,6088.0,1
2014,0.161643836,1,0,1,0,0,1000.0,4,1900.0,3.0,6088.0,0
2013,1.0,1,0,1,0,0,2110.0,4,2004.0,7.0,6088.0,0
2014,1.0,1,0,1,0,0,2110.0,4,2004.0,7.0,6088.0,0
2015,1.0,1,0,1,0,0,2110.0,4,2004.0,7.0,6088.0,1
2013,1.0,1,0,1,0,0,1630.0,4,1970.0,5.0,6088.0,0
2013,1.0,1,0,1,0,0,1628.0,4,1954.0,5.0,6088.0,1
2014,0.117808219,1,0,1,0,0,1350.0,4,1960.0,6.0,6088.0,0
2014,1.0,0,0,1,0,0,332.0,4,1900.0,4.0,6088.0,0
2016,1.0,0,0,1,0,0,332.0,4,1900.0,4.0,6088.0,1
2016,1.0,1,0,1,0,0,1825.0,4,1936.0,7.0,6088.0,0
2012,1.0,1,0,1,0,0,6600.0,4,1965.0,1.0,6088.0,1
2012,1.0,0,0,1,0,0,8265.0,4,1958.0,5.0,6088.0,1
2012,1.0,1,0,1,0,0,10600.0,4,1966.0,8.0,6088.0,1
2014,1.0,0,0,1,0,0,3510.0,4,1973.0,4.0,6088.0,1
2013,0.0,1,0,1,0,0,8000.0,4,1970.0,7.0,6088.0,1
2014,1.0,1,0,1,0,0,3780.0,4,1953.0,7.0,6088.0,1
2015,1.0,1,0,1,0,0,3780.0,4,1953.0,7.0,6088.0,1
2016,1.0,1,0,1,0,0,3780.0,4,1953.0,7.0,6088.0,1
2013,0.120547945,0,0,1,0,0,2471.0,4,2009.0,5.0,6088.0,0
2012,1.0,1,0,1,0,0,1908.0,4,1920.0,6.0,6088.0,0
2016,0.99726776,1,0,1,0,0,490.0,4,1900.0,4.0,6088.0,1
2013,1.0,1,0,1,0,0,15000.0,4,1965.0,7.0,6088.0,1
2015,0.915068493,1,0,1,0,0,15000.0,4,1965.0,7.0,6088.0,1
2012,1.0,1,0,1,0,0,12470.0,4,1974.0,6.0,6088.0,1
2013,1.0,0,0,1,0,0,395.0,4,1920.0,3.0,6088.0,0
2016,0.99726776,0,0,1,0,0,395.0,4,1920.0,3.0,6088.0,0
2013,0.495890411,1,0,1,0,0,12961.0,4,2006.0,6.0,6088.0,0
2012,0.0,0,0,1,0,0,350.0,4,1900.0,4.0,6088.0,0
2013,0.0,0,0,1,0,0,350.0,4,1900.0,4.0,6088.0,0
2014,0.0,0,0,1,0,0,350.0,4,1900.0,4.0,6088.0,0
2012,0.915300546,0,0,1,0,0,280.0,4,1940.0,2.0,6088.0,1
2014,0.084931507,0,0,1,0,0,280.0,4,1940.0,2.0,6088.0,0
2013,1.0,0,0,1,0,0,2600.0,4,1979.0,4.0,6088.0,0
2014,1.0,0,0,0,1,1,630.0,4,1960.0,4.0,6088.0,0
2012,0.0,0,0,1,0,0,520.0,4,1950.0,3.0,6088.0,0
2015,1.0,0,0,1,0,0,474.0,4,1900.0,2.0,6088.0,0
2014,1.0,1,0,1,0,0,800.0,4,1900.0,7.0,6088.0,1
2014,1.0,1,0,1,0,0,800.0,4,1995.0,5.0,6088.0,0
2012,0.480874317,1,0,1,0,0,1315.0,4,1900.0,6.0,6088.0,0
2013,0.780821918,1,0,1,0,0,3100.0,4,1954.0,7.0,6088.0,1
2016,0.99726776,0,0,1,0,0,3112.0,4,1946.0,7.0,6088.0,1
2016,0.99726776,0,1,0,1,1,750.0,4,1960.0,4.0,6088.0,0
2016,0.99726776,0,0,1,0,0,240.0,4,1954.0,4.0,6088.0,0
2015,1.0,0,0,1,0,0,2374.0,4,2013.0,4.0,6088.0,0
2015,0.747945205,0,0,1,0,0,200.0,4,1995.0,2.0,6088.0,0
2013,1.0,0,1,0,1,1,1620.0,4,1980.0,4.0,6088.0,1
2016,0.99726776,0,0,1,0,0,7291.0,4,1900.0,8.0,6088.0,1
2013,1.0,1,0,0,1,1,11547.0,4,1980.0,4.0,6088.0,1
2013,1.0,0,0,1,0,0,1500.0,4,1975.0,6.0,6088.0,0
2012,1.0,1,0,0,1,1,1800.0,4,1960.0,4.0,6088.0,0
2014,1.0,1,0,0,1,1,1800.0,4,1960.0,4.0,6088.0,0
2012,1.0,1,0,0,1,1,5385.0,4,1980.0,4.0,6088.0,1
2015,0.0,1,0,0,1,1,3482.0,4,1970.0,4.0,6088.0,0
2013,1.0,1,0,0,1,1,1572.0,4,1980.0,4.0,6088.0,0
2012,0.0,0,0,0,1,1,200.0,4,1970.0,4.0,6088.0,0
2015,0.0,0,0,0,1,1,600.0,4,1970.0,4.0,6088.0,0
2014,0.0,1,0,0,1,1,400.0,4,1970.0,4.0,6088.0,0
2013,1.0,0,0,0,1,1,700.0,4,1960.0,4.0,6088.0,0
2013,1.0,1,0,0,1,1,1400.0,4,1980.0,4.0,6088.0,1
2015,1.0,1,0,0,1,1,1400.0,4,1980.0,4.0,6088.0,0
2013,1.0,0,0,1,0,0,5266.0,4,1970.0,5.0,6088.0,0
2013,1.0,1,0,1,0,0,1874.0,4,1955.0,5.0,6088.0,0
2013,0.0,1,0,0,1,1,4288.0,4,1970.0,4.0,6088.0,1
2012,1.0,1,0,0,1,1,1125.0,4,1980.0,4.0,6088.0,0
2014,0.021917808,1,0,0,1,1,1125.0,4,1980.0,4.0,6088.0,0
2015,0.997260274,1,0,1,0,0,820.0,4,1920.0,4.0,6088.0,0
2016,0.99726776,0,0,1,0,0,1248.0,4,1950.0,5.0,6088.0,1
2012,0.0,1,0,0,1,1,685.0,4,1970.0,4.0,6088.0,1
2015,0.0,1,0,0,1,1,685.0,4,1970.0,4.0,6088.0,0
2015,1.0,1,0,1,0,0,3732.0,4,1930.0,8.0,6088.0,1
2013,1.0,1,0,1,0,0,1425.0,4,1960.0,6.0,6088.0,1
2016,1.0,1,0,1,0,0,1425.0,4,1960.0,6.0,6088.0,0
2016,1.0,0,0,1,0,0,1000.0,4,1950.0,6.0,6088.0,0
2013,0.0,0,1,0,1,1,700.0,4,1970.0,4.0,6088.0,0
2015,1.0,0,0,1,0,0,952.0,4,1970.0,6.0,6088.0,0
2015,1.0,0,0,1,0,0,400.0,4,1950.0,4.0,6088.0,0
2016,0.99726776,0,0,1,0,0,400.0,4,1950.0,4.0,6088.0,0
2013,1.0,0,1,0,1,1,400.0,4,1980.0,4.0,6088.0,0
2014,1.0,0,1,0,1,1,400.0,4,1980.0,4.0,6088.0,0
2012,1.0,1,1,0,1,1,4590.0,4,1980.0,4.0,6088.0,0
2014,1.0,0,0,1,0,0,1155.0,4,1982.0,5.0,6088.0,1
2013,1.0,0,0,0,1,1,1070.0,4,1960.0,4.0,6088.0,0
2013,1.0,0,1,0,1,1,335.0,4,1960.0,4.0,6088.0,0
2014,0.915068493,0,1,0,1,1,335.0,4,1960.0,4.0,6088.0,0
2014,1.0,1,0,0,1,1,250.0,4,1960.0,4.0,6088.0,0
2012,1.0,1,0,0,1,1,438.0,4,1980.0,4.0,6088.0,0
2012,1.0,0,1,0,1,1,415.0,4,1960.0,4.0,6088.0,1
2013,1.0,0,1,0,1,1,415.0,4,1960.0,4.0,6088.0,0
2012,1.0,1,0,0,1,1,1117.0,4,1980.0,4.0,6088.0,0
2013,1.0,1,0,0,1,1,900.0,4,1980.0,4.0,6088.0,0
2014,1.0,1,0,0,1,1,900.0,4,1980.0,4.0,6088.0,1
2016,0.99726776,1,0,0,1,1,900.0,4,1980.0,4.0,6088.0,0
2012,1.0,1,0,0,1,1,800.0,4,1980.0,4.0,6088.0,0
2016,0.494535519,1,1,0,1,1,719.0,4,1988.0,4.0,6088.0,0
2013,1.0,0,1,0,1,1,300.0,4,1960.0,4.0,6088.0,0
2014,1.0,1,0,1,0,0,5927.0,4,1972.0,6.0,6088.0,1
2016,0.243169399,1,1,0,1,1,195.0,4,1960.0,4.0,6088.0,0
2012,1.0,0,1,0,1,1,8570.0,4,1960.0,4.0,6088.0,1
2012,1.0,1,0,0,1,1,2300.0,4,1988.0,4.0,6088.0,0
2014,1.0,1,0,0,1,1,2300.0,4,1988.0,4.0,6088.0,0
2013,1.0,1,0,0,1,1,1700.0,4,1980.0,4.0,6088.0,1
2013,1.0,0,1,0,1,1,1026.0,4,1988.0,4.0,6088.0,0
2013,1.0,0,0,1,0,0,2138.0,4,1960.0,4.0,6088.0,1
2012,1.0,0,0,0,1,1,1500.0,4,1960.0,4.0,6088.0,1
2014,1.0,0,0,0,1,1,420.0,4,1960.0,4.0,6088.0,0
2012,1.0,1,0,1,0,0,1334.0,4,1930.0,7.0,6088.0,1
2012,1.0,1,0,1,0,0,1375.0,4,1951.0,7.0,6088.0,0
2012,0.0,1,1,0,1,1,1.0,4,1988.0,4.0,6088.0,0
2012,1.0,0,0,1,0,0,1200.0,4,1970.0,3.0,6088.0,0
2012,1.0,0,0,0,1,1,450.0,4,1980.0,4.0,6088.0,0
2016,0.99726776,0,0,0,1,1,450.0,4,1980.0,4.0,6088.0,1
2013,1.0,1,0,0,1,1,770.0,4,1970.0,4.0,6088.0,0
2015,1.0,0,0,1,0,0,1680.0,4,1930.0,6.0,6088.0,0
2013,1.0,0,0,1,0,0,476.0,4,1900.0,4.0,6088.0,0
2016,1.0,0,0,1,0,0,476.0,4,1900.0,4.0,6088.0,0
2012,1.0,0,1,0,1,1,808.0,4,1980.0,4.0,6088.0,1
2014,1.0,0,1,0,1,1,808.0,4,1980.0,4.0,6088.0,0
2012,0.24863388,1,1,0,1,1,1.0,4,1988.0,4.0,6089.0,0
2015,0.695890411,1,1,0,1,1,923.0,4,1980.0,4.0,6094.0,0
2014,1.0,0,0,1,0,0,4200.0,4,1975.0,7.0,6104.0,1
2012,1.0,0,1,0,1,1,7460.0,4,1980.0,4.0,6104.0,1
2014,1.0,0,0,1,0,0,1206.0,4,1970.0,4.0,6104.0,0
2015,1.0,0,0,1,0,0,700.0,4,1970.0,3.0,6104.0,0
2014,1.0,0,0,1,0,0,450.0,4,1960.0,4.0,6104.0,0
2015,1.0,0,0,1,0,0,450.0,4,1960.0,4.0,6104.0,0
2012,1.0,0,0,1,0,0,2976.0,4,1930.0,4.0,6104.0,0
2016,0.99726776,0,0,1,0,0,1200.0,4,1975.0,5.0,6104.0,0
2015,1.0,0,0,1,0,0,1320.0,4,1970.0,3.0,6104.0,0
2013,1.0,0,0,1,0,0,400.0,4,1920.0,3.0,6104.0,0
2014,1.0,1,0,1,0,0,1011.0,4,1990.0,3.0,6104.0,0
2014,1.0,1,0,1,0,0,2000.0,4,1990.0,3.0,6104.0,0
2014,1.0,0,0,1,0,0,500.0,4,1900.0,3.0,6104.0,0
2014,1.0,0,0,1,0,0,11000.0,4,1970.0,6.0,6104.0,1
2015,1.0,0,0,1,0,0,11000.0,4,1970.0,6.0,6104.0,1
2016,0.75136612,1,0,1,0,0,7838.0,4,1975.0,4.0,6104.0,1
2014,1.0,0,0,1,0,0,5400.0,4,1970.0,7.0,6104.0,1
2015,1.0,0,0,1,0,0,11380.0,4,1980.0,7.0,6104.0,0
2013,1.0,0,0,0,1,1,2844.0,4,1960.0,4.0,6104.0,1
2015,1.0,0,0,0,1,1,320.0,4,1980.0,4.0,6104.0,0
2012,1.0,0,0,0,1,1,1862.0,4,1980.0,4.0,6104.0,0
2013,1.0,0,0,0,1,1,1862.0,4,1980.0,4.0,6104.0,1
2014,1.0,0,0,0,1,1,1862.0,4,1980.0,4.0,6104.0,1
2016,0.99726776,0,0,1,0,0,5434.0,4,1975.0,6.0,6104.0,1
2015,1.0,0,0,1,0,0,2100.0,4,1960.0,6.0,6104.0,0
2013,1.0,0,0,1,0,0,4055.0,4,1970.0,7.0,6104.0,0
2015,1.0,0,0,0,1,1,537.0,4,1988.0,4.0,6104.0,1
2012,1.0,0,0,0,1,1,240.0,4,1980.0,4.0,6104.0,0
2014,1.0,1,0,0,1,1,1956.0,4,1988.0,4.0,6104.0,1
2012,1.0,0,0,0,1,1,3400.0,4,1980.0,4.0,6104.0,0
2014,1.0,0,0,1,0,0,3500.0,4,1988.0,4.0,6104.0,0
2015,1.0,0,0,1,0,0,3500.0,4,1988.0,4.0,6104.0,0
2015,1.0,0,0,0,1,1,990.0,4,1980.0,4.0,6104.0,0
2012,1.0,0,0,0,1,1,2750.0,4,1980.0,4.0,6104.0,1
2014,1.0,0,1,0,1,1,3287.0,4,1988.0,4.0,6104.0,1
2012,1.0,0,0,1,0,0,1173.0,4,1999.0,5.0,6104.0,0
2014,1.0,0,0,1,0,0,900.0,4,1985.0,3.0,6120.0,0
2015,1.0,0,0,1,0,0,900.0,4,1985.0,3.0,6120.0,1
2016,1.0,0,1,0,1,1,4565.0,4,1980.0,4.0,6121.0,0
2013,0.495890411,0,1,0,1,1,5657.0,4,1988.0,4.0,6121.0,0
2013,0.832876712,0,0,1,0,0,950.0,4,1990.0,6.0,6123.0,0
2015,1.0,0,0,1,0,0,4800.0,4,2006.0,4.0,6123.0,0
2012,1.0,1,0,1,0,0,2860.0,4,1970.0,6.0,6123.0,0
2016,1.0,1,0,0,1,1,4875.0,4,1980.0,4.0,6123.0,0
2012,1.0,0,0,0,1,1,6410.0,4,1960.0,4.0,6123.0,1
2012,1.0,0,0,1,0,0,7480.0,4,1978.0,5.0,6123.0,1
2012,1.0,0,1,0,1,1,860.0,4,1988.0,4.0,6123.0,0
2012,1.0,0,1,0,1,1,443.0,4,1960.0,4.0,6128.0,0
2012,1.0,0,1,0,1,1,300.0,4,1980.0,4.0,6136.0,0
2014,0.747945205,0,1,0,1,1,300.0,4,1980.0,4.0,6136.0,0
2013,1.0,0,0,1,0,0,2000.0,4,1980.0,3.0,6136.0,0
2016,0.99726776,0,1,0,1,1,1600.0,4,1980.0,4.0,6136.0,0
2013,0.947945205,0,1,0,1,1,4755.0,4,1980.0,4.0,6138.0,1
2016,0.912568306,0,0,1,0,0,1528.0,4,2000.0,4.0,6138.0,0
2015,1.0,0,0,1,0,0,4327.0,4,1990.0,4.0,6138.0,1
2016,0.99726776,0,0,1,0,0,4327.0,4,1990.0,4.0,6138.0,0
2012,1.0,0,0,1,0,0,625.0,4,1968.0,3.0,6138.0,0
2013,1.0,0,1,0,1,1,450.0,4,1960.0,4.0,6148.0,0
2015,1.0,1,0,1,0,0,1500.0,4,2001.0,2.0,6149.0,0
2014,0.504109589,0,0,1,0,0,110.0,4,1900.0,3.0,6150.0,0
2014,0.832876712,1,1,0,1,1,500.0,4,1988.0,4.0,6152.0,0
2013,1.0,0,0,1,0,0,1600.0,4,1960.0,3.0,6153.0,0
2016,0.99726776,1,1,0,1,1,306.0,4,1960.0,4.0,6153.0,0
2012,1.0,0,0,1,0,0,230.0,2,1900.0,4.0,6155.0,0
2014,1.0,0,0,1,0,0,4027.0,4,1975.0,6.0,6155.0,1
2016,0.99726776,0,0,1,0,0,7700.0,4,1970.0,5.0,6155.0,1
2015,1.0,0,0,1,0,0,3767.0,4,1968.0,4.0,6157.0,0
2012,1.0,0,0,1,0,0,600.0,4,1970.0,3.0,6157.0,1
2014,1.0,0,0,1,0,0,8641.0,4,1987.0,6.0,6157.0,1
2013,1.0,0,0,1,0,0,600.0,4,1976.0,2.0,6157.0,0
2016,1.0,0,0,1,0,0,1654.0,4,1990.0,4.0,6157.0,0
2012,1.0,0,0,0,1,1,450.0,4,1980.0,4.0,6157.0,0
2013,0.82739726,1,1,0,1,1,600.0,4,1980.0,4.0,6159.0,0
2013,1.0,1,1,0,1,1,700.0,4,1980.0,4.0,6159.0,1
2014,0.520547945,1,1,0,1,1,400.0,4,1960.0,4.0,6159.0,0
2013,0.832876712,0,1,0,1,1,476.0,4,1960.0,4.0,6159.0,0
2012,1.0,0,0,1,0,0,2646.0,4,1970.0,3.0,6159.0,1
2012,1.0,1,0,1,0,0,365.0,4,1870.0,4.0,6159.0,0
2016,0.99726776,1,0,1,0,0,365.0,4,1870.0,4.0,6159.0,0
2012,1.0,0,0,1,0,0,515.0,4,1900.0,3.0,6159.0,0
2014,1.0,0,0,1,0,0,515.0,4,1900.0,3.0,6159.0,0
2016,0.99726776,0,0,1,0,0,515.0,4,1900.0,3.0,6159.0,0
2016,0.333333333,1,0,1,0,0,862.0,4,1960.0,2.0,6159.0,0
2013,1.0,1,0,1,0,0,600.0,4,1920.0,5.0,6159.0,1
2012,1.0,1,0,0,1,1,2186.0,4,1980.0,4.0,6159.0,1
2016,0.99726776,1,0,0,1,1,2186.0,4,1980.0,4.0,6159.0,0
2014,1.0,1,0,1,0,0,7186.0,4,1970.0,6.0,6159.0,1
2012,1.0,1,0,1,0,0,4210.0,4,1957.0,6.0,6159.0,0
2013,1.0,1,0,0,1,1,350.0,4,1960.0,4.0,6159.0,0
2012,1.0,0,1,0,1,1,1950.0,4,1980.0,4.0,6161.0,0
2016,1.0,0,1,0,1,1,1950.0,4,1980.0,4.0,6161.0,0
2013,1.0,1,0,1,0,0,700.0,4,1900.0,3.0,6163.0,0
2013,1.0,0,1,0,1,1,7500.0,4,1988.0,4.0,6901.0,0
2014,0.24109589,1,1,0,1,1,1680.0,4,1988.0,4.0,6906.0,0
2013,1.0,0,0,0,1,1,6055.0,1,1980.0,4.0,7010.0,0
2015,1.0,0,0,0,1,1,3992.0,1,1960.0,4.0,7010.0,0
2013,1.0,0,0,0,1,1,4567.0,1,1980.0,4.0,7010.0,1
2012,1.0,0,0,1,0,0,7200.0,1,1970.0,5.0,7010.0,0
2014,1.0,0,1,0,1,1,1751.0,1,1988.0,4.0,7019.0,0
2014,1.0,0,0,1,0,0,3965.0,1,2007.0,5.0,7019.0,0
2014,1.0,0,0,1,0,0,320.0,1,2000.0,3.0,7102.0,0
2012,1.0,0,0,1,0,0,300.0,1,1950.0,3.0,7102.0,0
2016,0.99726776,0,0,0,1,1,120.0,1,1960.0,4.0,7102.0,0
2014,1.0,0,0,1,0,0,1725.0,1,1961.0,4.0,7181.0,0
2013,1.0,0,0,1,0,0,2457.0,1,1981.0,6.0,7186.0,0
2014,1.0,0,0,1,0,0,2457.0,1,1981.0,6.0,7186.0,0
2012,1.0,0,0,0,1,1,1500.0,1,1980.0,4.0,7186.0,0
2012,1.0,0,1,0,1,1,2585.0,1,1980.0,4.0,7186.0,0
2013,1.0,0,0,0,1,1,1000.0,1,1960.0,4.0,7281.0,0
2016,0.99726776,0,0,0,1,1,1000.0,1,1960.0,4.0,7281.0,0
2013,1.0,0,1,0,1,1,706.0,1,1980.0,4.0,7324.0,0
2012,0.581967213,0,0,0,1,1,1390.0,1,1980.0,4.0,7324.0,0
2012,1.0,0,1,0,1,1,988.0,1,1960.0,4.0,7324.0,0
2014,1.0,0,1,0,1,1,988.0,1,1960.0,4.0,7324.0,0
2013,1.0,0,0,0,1,1,2306.0,1,1960.0,4.0,7349.0,0
2015,0.084931507,0,0,1,0,0,3225.0,1,2015.0,3.0,8362.0,0
2012,1.0,0,0,1,0,0,1090.0,1,1960.0,4.0,8409.0,0
2015,1.0,0,0,1,0,0,1090.0,1,1960.0,4.0,8409.0,0
2016,0.99726776,0,0,1,0,0,500.0,1,1960.0,4.0,8409.0,0
2012,1.0,1,0,1,0,0,6317.0,1,1613.0,5.0,8409.0,1
2012,0.163934426,0,0,1,0,0,1300.0,2,1900.0,3.0,9029.0,0
2013,1.0,0,0,1,0,0,3800.0,2,1960.0,3.0,9122.0,1
2012,0.868852459,0,1,0,1,1,3773.0,2,1988.0,4.0,9261.0,0
2016,0.579234973,1,0,1,0,0,500.0,2,1950.0,1.0,9301.0,0
2013,1.0,0,0,1,0,0,2160.0,1,1900.0,3.0,10033.0,0
2016,1.0,0,0,1,0,0,3400.0,1,1961.0,5.0,10081.0,0
2013,1.0,0,0,1,0,0,1650.0,1,1967.0,6.0,10297.0,0
2016,1.0,0,0,1,0,0,350.0,1,2010.0,2.0,10333.0,0
2013,1.0,0,0,1,0,0,1030.0,1,1961.0,1.0,10333.0,0
2012,0.836065574,0,0,1,0,0,432.0,1,1971.0,2.0,10333.0,0
2015,0.161643836,0,0,1,0,0,432.0,1,1971.0,2.0,10333.0,0
2012,1.0,0,0,1,0,0,230.0,1,1850.0,2.0,10343.0,0
2015,1.0,0,0,1,0,0,2500.0,1,1995.0,4.0,10362.0,0
2013,1.0,0,0,1,0,0,1567.0,1,1950.0,3.0,10362.0,0
2015,1.0,0,0,1,0,0,1567.0,1,1950.0,3.0,10362.0,0
2016,1.0,0,0,1,0,0,1567.0,1,1950.0,3.0,10362.0,0
2013,1.0,0,0,1,0,0,1700.0,1,2001.0,4.0,10362.0,0
2012,0.836065574,0,0,1,0,0,1751.0,1,1962.0,5.0,10362.0,1
2014,1.0,0,0,1,0,0,1751.0,1,1962.0,5.0,10362.0,0
2016,0.663934426,0,0,1,0,0,260.0,1,1900.0,3.0,10362.0,0
2012,1.0,0,1,0,1,1,405.0,1,1970.0,4.0,10387.0,0
2014,1.0,0,0,1,0,0,550.0,1,1700.0,3.0,10387.0,0
2015,1.0,0,1,0,1,1,400.0,1,1970.0,4.0,10387.0,0
2013,1.0,0,0,1,0,0,906.0,1,1850.0,3.0,10387.0,1
2016,1.0,0,0,1,0,0,400.0,1,1700.0,3.0,10387.0,1
2013,1.0,0,0,1,0,0,400.0,1,1850.0,5.0,10387.0,0
2014,1.0,0,0,1,0,0,400.0,1,1850.0,5.0,10387.0,0
2013,1.0,0,0,1,0,0,430.0,1,1850.0,3.0,10387.0,0
2015,1.0,0,0,1,0,0,480.0,1,1850.0,4.0,10387.0,0
2016,1.0,0,0,1,0,0,480.0,1,1850.0,4.0,10387.0,0
2013,1.0,0,0,1,0,0,240.0,1,1850.0,3.0,10387.0,1
2014,1.0,0,0,1,0,0,240.0,1,1850.0,3.0,10387.0,0
2016,0.99726776,0,0,1,0,0,240.0,1,1850.0,3.0,10387.0,0
2013,1.0,0,0,1,0,0,1510.0,1,2011.0,4.0,10387.0,0
2016,1.0,0,0,1,0,0,1510.0,1,2011.0,4.0,10387.0,0
2016,1.0,0,0,1,0,0,450.0,1,1999.0,3.0,10387.0,0
2016,1.0,0,0,1,0,0,502.0,1,1950.0,4.0,10387.0,0
2014,1.0,0,0,1,0,0,1830.0,1,1964.0,5.0,10387.0,1
2013,1.0,0,0,1,0,0,202.0,1,1900.0,3.0,10387.0,0
2013,1.0,0,0,1,0,0,1350.0,1,1971.0,8.0,10387.0,1
2016,1.0,0,0,1,0,0,1350.0,1,1971.0,8.0,10387.0,0
2016,1.0,0,0,1,0,0,891.0,1,1984.0,4.0,10387.0,0
2014,1.0,0,0,1,0,0,350.0,1,1940.0,3.0,10387.0,0
2013,1.0,0,0,1,0,0,4862.0,1,1988.0,7.0,10387.0,0
2014,1.0,0,0,1,0,0,2700.0,1,1958.0,4.0,10387.0,1
2016,1.0,0,0,1,0,0,4400.0,1,1974.0,7.0,10387.0,0
2014,1.0,0,0,1,0,0,6500.0,1,1972.0,8.0,10387.0,1
2013,1.0,0,0,1,0,0,1500.0,1,1979.0,8.0,10387.0,1
2012,0.836065574,0,0,1,0,0,1441.0,1,1961.0,4.0,10387.0,0
2015,1.0,0,0,1,0,0,1395.0,1,1960.0,4.0,10387.0,0
2016,0.99726776,0,0,0,1,1,800.0,1,1960.0,4.0,10387.0,0
2013,0.769863014,0,0,0,1,1,320.0,1,1988.0,4.0,10387.0,1
2012,1.0,0,0,0,1,1,150.0,1,1988.0,4.0,10387.0,0
2014,1.0,0,0,1,0,0,5781.0,2,2004.0,2.0,11069.0,1
2012,1.0,0,1,0,1,1,5781.0,2,1970.0,4.0,11069.0,0
2014,1.0,1,1,0,1,1,4465.0,2,1988.0,4.0,11076.0,1
2016,1.0,1,1,0,1,1,4465.0,2,1988.0,4.0,11076.0,1
2015,0.983561644,0,0,1,0,0,4300.0,2,1978.0,2.0,11170.0,1
2013,1.0,0,0,0,1,1,2000.0,2,1980.0,4.0,11202.0,0
2014,1.0,0,0,0,1,1,2000.0,2,1980.0,4.0,11202.0,0
2013,1.0,0,0,1,0,0,520.0,2,1800.0,3.0,11262.0,0
2014,1.0,0,0,1,0,0,520.0,2,1800.0,3.0,11262.0,0
2012,1.0,0,0,1,0,0,400.0,2,1900.0,2.0,11262.0,1
2012,1.0,0,0,0,1,1,600.0,2,1988.0,4.0,11262.0,0
2014,0.246575342,0,0,0,1,1,2000.0,2,1980.0,4.0,11262.0,1
2012,1.0,0,1,0,1,1,1800.0,2,1988.0,4.0,11262.0,0
2015,1.0,0,0,0,1,1,1050.0,2,1980.0,4.0,11262.0,0
2016,0.99726776,0,0,0,1,1,1050.0,2,1980.0,4.0,11262.0,0
2013,1.0,0,0,1,0,0,1500.0,2,2008.0,4.0,11266.0,0
2014,1.0,0,0,1,0,0,750.0,2,1960.0,3.0,11266.0,0
2016,0.994535519,0,0,1,0,0,750.0,2,1960.0,3.0,11266.0,0
2015,1.0,0,0,1,0,0,750.0,2,1978.0,1.0,11266.0,0
2016,0.745901639,0,0,1,0,0,750.0,2,1978.0,1.0,11266.0,0
2014,1.0,1,1,0,1,1,3023.0,2,1988.0,4.0,11441.0,1
2015,0.98630137,1,1,0,1,1,2074.0,2,1988.0,4.0,11441.0,0
2013,0.495890411,0,1,0,1,1,450.0,2,1988.0,4.0,11910.0,0
2012,1.0,0,1,0,1,1,2277.0,1,1980.0,4.0,12084.0,0
2012,1.0,0,0,1,0,0,380.0,1,1900.0,4.0,12096.0,0
2013,1.0,0,0,1,0,0,380.0,1,1900.0,4.0,12096.0,0
